timeline,low,tertile,medium,high
379.0,,high,,0.964825809879047
382.0,,high,,0.964825809879047
385.0,,high,,0.9613552134406333
393.0,,high,,0.9613552134406333
394.0,,high,,0.9613552134406333
395.0,,high,,0.9613552134406333
396.0,,high,,0.9613552134406333
402.0,,high,,0.9613552134406333
403.0,,high,,0.9613552134406333
410.0,,high,,0.9613552134406333
411.0,,high,,0.9613552134406333
424.0,,high,,0.9613552134406333
425.0,,high,,0.9613552134406333
426.0,,high,,0.9613552134406333
428.0,,high,,0.9613552134406333
439.0,,high,,0.9613552134406333
441.0,,high,,0.9613552134406333
446.0,,high,,0.9576576933889384
447.0,,high,,0.9576576933889384
448.0,,high,,0.9576576933889384
450.0,,high,,0.9576576933889384
457.0,,high,,0.9576576933889384
461.0,,high,,0.9576576933889384
471.0,,high,,0.9576576933889384
475.0,,high,,0.9576576933889384
476.0,,high,,0.9576576933889384
488.0,,high,,0.9576576933889384
489.0,,high,,0.9576576933889384
495.0,,high,,0.9576576933889384
496.0,,high,,0.9576576933889384
501.0,,high,,0.9576576933889384
502.0,,high,,0.9576576933889384
503.0,,high,,0.9576576933889384
508.0,,high,,0.9576576933889384
510.0,,high,,0.9576576933889384
511.0,,high,,0.9576576933889384
516.0,,high,,0.9576576933889384
518.0,,high,,0.9576576933889384
522.0,,high,,0.9576576933889384
529.0,,high,,0.9576576933889384
531.0,,high,,0.9576576933889384
532.0,,high,,0.9576576933889384
533.0,,high,,0.9576576933889384
538.0,,high,,0.9535119890885538
541.0,,high,,0.9535119890885538
546.0,,high,,0.9535119890885538
549.0,,high,,0.9535119890885538
552.0,,high,,0.9535119890885538
554.0,,high,,0.9535119890885538
562.0,,high,,0.9535119890885538
563.0,,high,,0.9535119890885538
565.0,,high,,0.9535119890885538
566.0,,high,,0.9535119890885538
568.0,,high,,0.9535119890885538
574.0,,high,,0.9535119890885538
575.0,,high,,0.9535119890885538
576.0,,high,,0.9535119890885538
577.0,,high,,0.9535119890885538
579.0,,high,,0.9535119890885538
591.0,,high,,0.9535119890885538
595.0,,high,,0.9535119890885538
598.0,,high,,0.9535119890885538
608.0,,high,,0.9535119890885538
611.0,,high,,0.9535119890885538
612.0,,high,,0.9489056509770153
614.0,,high,,0.9442993128654765
616.0,,high,,0.9442993128654765
618.0,,high,,0.9442993128654765
622.0,,high,,0.9442993128654765
