sample_id,CAF_proxy-high_checkpoint_score-low,immune-desert_APM-low,TLS-rich,CAF_proxy-high_CXCL1_MDSC_axis-low,antigen-presenting,immune-desert
TCGA-A8-A06X,0.34340461593926425,0.041557740144946294,0.1143151608425825,0.42424126433799764,0.45329498573258536,0.46843489705998814
TCGA-A8-A06Y,0.3730296778948732,0.14359429373368976,0.020860470385626568,0.5119857959865568,0.27545840843876174,0.08093033524361984
TCGA-A8-A06Z,0.29227914434017477,0.15935547912609427,0.010886974161198954,0.4211158570069653,0.3230695145280222,0.21261315665366268
TCGA-A8-A075,0.24257444547996923,0.2908907067216591,0.18425890361544917,0.7062991913268486,0.25056568101491955,0.5121368157911109
TCGA-A8-A076,0.32736186039535786,0.0722187368748653,0.09457257548918736,0.6042065396858474,0.2167742295482925,0.40022616149551543
TCGA-A8-A079,0.5395556591692873,0.009076336096934888,0.17506920412693353,0.16014034890794468,0.18054472306109806,0.2883663171882062
TCGA-A8-A07B,0.30621473105631525,0.1217675887419452,0.059230984851545085,0.6674238760697876,0.11940223595857664,0.35094501208537554
TCGA-A8-A07C,0.40283268214605383,0.35181756689429194,0.27325326827747165,0.22296075486056383,0.1350027526063995,0.4321229481097524
TCGA-A8-A07E,0.7330284471852908,0.19244395165676026,0.14307870131684278,0.284442663571369,0.07736008055100278,0.4472384560013234
TCGA-A8-A07F,0.4871614384272582,0.11356346636375036,0.08045424864133394,0.4292848734325534,0.4444634567705837,0.2968612184045124
TCGA-A8-A07G,0.41172545928977444,0.11474582767923504,0.15414175360010215,0.6238879764248473,0.342006872812512,0.27138526855328704
TCGA-A8-A07I,0.50794095830267,0.1238527455627515,0.13635946104406965,0.4179516921141018,0.46534282616248634,0.3810040146932081
TCGA-A8-A07J,0.6929113507662372,0.12398568176309611,0.10608762601678044,0.2495917920304785,0.0,0.5537509092216204
TCGA-A8-A07L,0.4183749592230475,0.014258777420918271,0.09758406293706857,0.6233477027772449,0.22834889740963374,0.12892763374772453
TCGA-A8-A07O,0.33264941576691875,0.7320297296814129,0.09377565249300215,0.34383409218942,0.28918151398978625,0.38317176421724186
TCGA-A8-A07P,0.36230297892032803,0.0,0.07316995320104008,0.5439629775696416,0.23420404689692012,0.38198008766985
TCGA-A8-A07R,0.0907757766389238,0.41694152998498096,0.09377261009124331,0.6669680994950552,0.3794371959308593,0.12089905968689331
TCGA-A8-A07S,0.4651542476652654,0.16386767565340646,0.05603591545410574,0.4551560162002862,0.34528710921782735,0.17967207739665275
TCGA-A8-A07U,0.38182279465260066,0.4726158968278771,0.4625368701564995,0.24243308932978894,0.42206512801099205,0.6404245194509014
TCGA-A8-A07W,0.3787094348748069,0.0934760629244969,0.06882046422698694,0.53699341843428,0.05415943743639246,0.5235469614805017
TCGA-A8-A07Z,0.4112868436626814,0.03525598211321087,0.11486345382988974,0.3272603269560653,0.4378349081198232,0.3757696438519471
TCGA-A8-A081,0.09542341664679481,0.07078685311111861,0.2667777133980593,0.46885534564019155,0.5367686125543967,0.48142708038271464
TCGA-A8-A082,0.3604985832068892,0.14301023913347558,0.0,0.6733036374602342,0.029644043816869532,0.3509332901177196
TCGA-A8-A083,0.4748158281729022,0.17646613093170585,0.08027809066110235,0.17369912163833526,0.5209776623419747,0.08640838914545086
TCGA-A8-A084,0.27846411704414353,0.1571248439568907,0.0,0.6113693137183814,0.36124651872036706,0.27915649275618076
TCGA-A8-A085,0.5574010770514899,0.04999376944272059,0.0,0.5473302985732322,0.0,0.0
TCGA-A8-A086,0.39249012949097745,0.12395009348215055,0.0,0.6608506741026248,0.07944233674474019,0.287419747307329
TCGA-A8-A08A,0.6165369769872951,0.06676628141130006,0.05293206301623772,0.2409945360770193,0.2227122752617532,0.40581410612419566
TCGA-A8-A08B,0.0,0.2540872942808373,0.1627996530718925,0.6855413685881967,0.6856480492424378,0.30248521244457915
TCGA-A8-A08C,0.55466351408746,0.10102812448843172,0.028876220968593522,0.26757765391685895,0.32128437859132,0.3031734965812826
TCGA-A8-A08F,0.4346485245937871,0.2004007853363202,0.10596482282520671,0.31344017009799263,0.34137424031814856,0.6255904434298194
TCGA-A8-A08G,0.36626007810028066,0.06737054261664671,0.05980524399023431,0.46066072987480844,0.35318052822235885,0.42095748986204184
